date,state,positive,negative,totalTestResultsSource,totalTestResults,hospitalizedCurrently,inIcuCurrently,onVentilatorCurrently,recovered,death,hospitalized,totalTestsViral,deathConfirmed,deathProbable,totalTestsAntibody,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease
1970-01-01 00:00:00.020210301,WI,617700,2629622,totalTestEncountersViral,6921918,287,73,0,550280,7014,26158,0,6412,602,0,333,2826,3247366,15040,3247322,0,31
1970-01-01 00:00:00.020210301,WV,132048,0,totalTestsViral,2181927,225,59,30,122751,2300,0,2181927,1955,345,32608,193,0,132048,4330,132048,0,0
1970-01-01 00:00:00.020210301,WY,54471,181196,totalTestsViral,640594,28,0,0,53248,671,1384,640594,0,0,0,77,370,235667,3878,235667,0,2
1970-01-01 00:00:00.020210228,AK,55989,0,totalTestsViral,1679675,43,0,5,0,290,1277,1679675,0,0,0,0,0,55989,0,55989,0,0
1970-01-01 00:00:00.020210228,AL,493252,1903691,totalTestsPeopleViral,2290216,657,0,0,285130,9929,45428,0,7787,2142,0,569,2776,2396943,3265,2396943,-1,0
1970-01-01 00:00:00.020210228,AR,322415,2441857,totalTestsViral,2695887,455,183,85,312758,5243,14763,2695887,4251,992,0,3220,51991,2764272,53995,2764272,-174,0
1970-01-01 00:00:00.020210228,AS,0,2140,totalTestsViral,2140,0,0,0,0,0,0,2140,0,0,0,0,0,2140,0,2140,0,0
1970-01-01 00:00:00.020210228,AZ,816782,2996831,totalTestsViral,7663423,1251,402,210,0,15980,57599,7663423,14099,1881,0,1075,9935,3813613,40030,3813613,13,91
1970-01-01 00:00:00.020210228,CA,3475562,0,totalTestsViral,48469106,5674,1585,0,0,51979,0,48469106,0,0,0,4685,0,3475562,249616,3475562,158,0
1970-01-01 00:00:00.020210228,CO,428303,2172628,totalTestEncountersViral,6216201,404,0,0,0,5951,23476,0,5217,734,418084,841,4673,2600931,25679,2600931,6,17
1970-01-01 00:00:00.020210228,CT,279946,0,totalTestsViral,6299277,451,0,0,0,7622,12257,6299277,6254,1368,0,0,0,279946,0,279946,0,0
1970-01-01 00:00:00.020210228,DC,40598,0,totalTestEncountersViral,1228359,163,45,26,28881,1017,0,0,0,0,0,120,0,40598,6796,40598,7,0
1970-01-01 00:00:00.020210228,DE,86799,538644,totalTestEncountersViral,1395584,142,22,0,0,1422,0,0,1286,136,0,282,1037,625443,8220,625443,4,0
1970-01-01 00:00:00.020210228,FL,1874154,9185534,totalTestEncountersViral,21761798,3679,0,0,0,31406,80572,19055118,0,0,1024780,5385,22572,11068121,77453,11059688,126,105
1970-01-01 00:00:00.020210228,GA,1006521,0,totalTestsViral,7201974,2341,0,0,0,17295,56039,7201974,15068,2227,476724,2334,0,1006521,19980,1006521,1,76
1970-01-01 00:00:00.020210228,GU,7736,109867,posNeg,117603,4,1,1,7564,131,0,117392,0,0,352,1,0,117603,1,117603,0,0
1970-01-01 00:00:00.020210228,HI,28326,0,totalTestEncountersViral,1112978,30,3,3,0,439,2214,0,439,0,0,56,0,28326,5461,28326,0,0
1970-01-01 00:00:00.020210228,IA,280039,1033790,posNeg,1313829,196,50,19,315134,5471,0,2706509,0,0,0,295,1527,1313829,1822,1313829,1,0
1970-01-01 00:00:00.020210228,ID,171140,500096,totalTestsPeopleViral,638919,162,35,0,94230,1860,7076,1083384,1634,226,0,233,865,671236,1036,671236,1,11
1970-01-01 00:00:00.020210228,IL,1186696,0,totalTestsViral,18136253,1265,303,150,0,22735,0,18136253,20516,2219,0,1249,0,1186696,66500,1186696,25,0
1970-01-01 00:00:00.020210228,IN,661673,2455528,totalTestsViral,8021430,778,116,67,0,12573,42775,8021430,12142,431,0,731,4296,3117201,31476,3117201,17,39
1970-01-01 00:00:00.020210228,KS,293663,960800,posNeg,1254463,258,63,29,0,4735,9249,2468690,0,0,0,0,0,1254463,0,1254463,0,0
1970-01-01 00:00:00.020210228,KY,404622,0,totalTestsViral,3904567,732,187,118,47544,4637,19101,3904567,4209,428,111128,675,0,404622,0,404622,12,11
1970-01-01 00:00:00.020210228,LA,430100,5147067,posNeg,5577167,630,0,91,408463,9608,0,5517015,8923,685,0,1508,30981,5577167,32489,5577167,21,0
1970-01-01 00:00:00.020210228,MA,581148,4348539,totalTestsViral,16208091,760,183,124,494740,16118,19444,16208091,15796,322,0,1468,8459,4929687,102571,4929687,51,0
1970-01-01 00:00:00.020210228,MD,382099,2999585,totalTestsViral,7887028,868,240,0,9667,7869,35000,7887028,7687,182,0,827,6487,3381684,38783,3381684,13,73
1970-01-01 00:00:00.020210228,ME,44634,0,totalTestsViral,1597098,72,24,8,12800,703,1527,1597098,681,22,14947,142,0,44634,8594,44634,1,2
1970-01-01 00:00:00.020210228,MI,645550,0,totalTestsViral,10387891,841,195,93,541258,16508,0,10387891,15522,986,527911,0,0,645550,0,645550,0,0
1970-01-01 00:00:00.020210228,MN,484594,3008703,totalTestEncountersViral,6916577,263,60,0,470819,6483,25719,0,6212,271,0,804,9667,3493297,24903,3493297,8,5
1970-01-01 00:00:00.020210228,MO,478224,1857446,totalTestsViral,4482293,1172,229,136,0,7919,0,4482293,0,0,149574,274,2656,2335670,9471,2335670,-1,0
1970-01-01 00:00:00.020210228,MP,143,17429,posNeg,17572,0,0,0,29,2,4,26131,2,0,0,0,0,17572,0,17572,0,0
1970-01-01 00:00:00.020210228,MS,294795,1436186,posNeg,1730981,492,114,69,273437,6681,9012,1617180,4672,2009,80525,704,0,1730981,704,1730981,12,0
1970-01-01 00:00:00.020210228,MT,99954,0,totalTestsViral,1077988,68,13,6,96982,1357,4581,1077988,0,0,0,117,0,99954,3551,99954,1,2
1970-01-01 00:00:00.020210228,NC,858548,0,totalTestsViral,9499985,1414,348,0,0,11212,0,9499985,9922,1290,0,0,0,858548,36576,858548,0,0
1970-01-01 00:00:00.020210228,ND,99809,304951,totalTestEncountersViral,1409615,21,3,0,97759,1472,3867,1515035,0,0,13395,29,141,404760,529,404760,0,1
1970-01-01 00:00:00.020210228,NE,200848,764004,totalTestsViral,2371202,151,0,0,154909,2082,6102,2371202,0,0,0,167,598,964852,5076,964852,0,3
1970-01-01 00:00:00.020210228,NH,75424,576603,totalTestsViral,1458750,87,0,0,71722,1170,1118,1458750,0,0,39290,258,157,652027,7065,652027,0,4
1970-01-01 00:00:00.020210228,NJ,789356,9868082,posNeg,10657438,1849,393,229,0,23252,63713,10567646,20921,2331,0,2389,0,10657438,2389,10657438,14,49
1970-01-01 00:00:00.020210228,NM,185132,0,totalTestsViral,2693461,192,0,0,146013,3716,13108,2693461,0,0,0,244,0,185132,12078,185132,16,11
1970-01-01 00:00:00.020210228,NV,293754,1117229,totalTestEncountersViral,2719219,491,115,67,0,4957,0,0,0,0,0,266,1870,1410983,6710,1410983,0,0
1970-01-01 00:00:00.020210228,NY,1630445,0,totalTestEncountersViral,38106915,5259,1083,728,0,38497,89995,0,0,0,0,7580,0,1630445,273720,1630445,90,0
1970-01-01 00:00:00.020210228,OH,967422,0,totalTestsViral,10030523,1149,316,203,909524,17297,50279,10030523,14709,2588,0,1268,0,967422,36196,967422,60,82
1970-01-01 00:00:00.020210228,OK,424508,3084829,posNeg,3509337,484,150,0,407312,4428,23985,3471392,0,0,148204,706,0,3512302,706,3509337,49,76
1970-01-01 00:00:00.020210228,OR,155315,0,totalTestsViral,3564120,177,35,16,0,2208,8570,3564120,0,0,0,437,0,155315,0,155315,2,0
1970-01-01 00:00:00.020210228,PA,931642,3884586,totalTestEncountersViral,10378789,1720,374,211,836727,24021,0,0,0,0,0,1945,8370,4816228,0,4816228,84,0
1970-01-01 00:00:00.020210228,PR,100297,305972,posNeg,406269,150,25,20,90896,2036,0,415664,1733,303,0,253,0,406269,253,406269,4,0
1970-01-01 00:00:00.020210228,RI,126436,668442,totalTestEncountersViral,3005523,168,34,19,0,2514,8900,0,0,0,0,343,1637,794878,15080,794878,2,0
1970-01-01 00:00:00.020210228,SC,516823,4510915,posNeg,5027738,769,203,97,230793,8530,20387,4955122,7578,952,132672,1751,25527,5027738,27278,5027738,32,47
1970-01-01 00:00:00.020210228,SD,112427,310122,totalTestsViral,691692,89,15,9,108606,1888,6626,691692,0,0,0,134,388,422549,1353,422549,2,16
1970-01-01 00:00:00.020210228,TN,775004,0,totalTestsViral,6780861,1004,255,134,749863,11411,18605,6780861,9170,2241,0,1117,0,775004,11423,775004,18,19
1970-01-01 00:00:00.020210228,TX,2644024,0,totalTestsViral,19557682,5696,1740,0,2422369,42936,0,19557682,0,0,1014806,3815,0,2644024,68999,2644024,197,0
1970-01-01 00:00:00.020210228,UT,371235,1535603,totalTestsViral,2853915,230,84,0,352303,1935,14695,2853915,0,0,0,465,3044,1906838,6209,1906838,6,31
1970-01-01 00:00:00.020210228,VA,576050,0,totalTestEncountersViral,5902722,1323,295,180,0,8552,24115,0,7334,1218,221493,1736,0,576221,23722,576050,170,24
1970-01-01 00:00:00.020210228,VI,2646,45225,posNeg,47871,0,0,0,2511,25,0,0,0,0,0,0,0,47981,0,47871,0,0
1970-01-01 00:00:00.020210228,VT,15198,315878,totalTestsViral,1068299,26,8,0,12532,204,0,1068299,0,0,0,100,647,331076,8593,331076,0,0
1970-01-01 00:00:00.020210228,WA,339773,0,totalTestEncountersViral,5234432,498,135,58,0,4956,19319,0,0,0,0,951,0,339773,21008,339773,0,44
1970-01-01 00:00:00.020210228,WI,617367,2626796,totalTestEncountersViral,6906878,290,73,0,549668,7014,26127,0,6412,602,0,481,3298,3244192,20046,3244163,0,39
1970-01-01 00:00:00.020210228,WV,131855,0,totalTestsViral,2177597,239,65,34,121797,2300,0,2177597,1955,345,32546,275,0,131855,11017,131855,3,0
1970-01-01 00:00:00.020210228,WY,54394,180826,totalTestsViral,636716,25,0,0,53132,671,1382,636716,0,0,0,44,0,235220,0,235220,0,1
1970-01-01 00:00:00.020210227,AK,55989,0,totalTestsViral,1679675,43,0,5,0,290,1277,1679675,0,0,0,0,0,55989,0,55989,0,0
1970-01-01 00:00:00.020210227,AL,492683,1900915,totalTestsPeopleViral,2286951,622,0,0,285130,9930,45428,0,7787,2143,0,834,4496,2393598,5303,2393598,61,0
1970-01-01 00:00:00.020210227,AR,319195,2389866,totalTestsViral,2641892,475,172,97,309268,5417,14763,2641892,4357,1060,0,557,7238,2709061,7553,2709061,10,16
1970-01-01 00:00:00.020210227,AS,0,2140,totalTestsViral,2140,0,0,0,0,0,0,2140,0,0,0,0,0,2140,0,2140,0,0
1970-01-01 00:00:00.020210227,AZ,815707,2986896,totalTestsViral,7623393,1317,415,220,0,15967,57508,7623393,14091,1876,0,1179,6455,3802603,26841,3802603,70,48
1970-01-01 00:00:00.020210227,CA,3470877,0,totalTestsViral,48219490,5897,1651,0,0,51821,0,48219490,0,0,0,5151,0,3470877,223914,3470877,439,0
1970-01-01 00:00:00.020210227,CO,427462,2167955,totalTestEncountersViral,6190522,393,0,0,0,5945,23459,0,5211,734,416650,1264,5022,2595417,31219,2595417,5,21
1970-01-01 00:00:00.020210227,CT,279946,0,totalTestsViral,6299277,451,0,0,0,7622,12257,6299277,6254,1368,0,0,0,279946,0,279946,0,0
1970-01-01 00:00:00.020210227,DC,40478,0,totalTestEncountersViral,1221563,171,49,26,28842,1010,0,0,0,0,0,194,0,40478,6232,40478,1,0
1970-01-01 00:00:00.020210227,DE,86517,537607,totalTestEncountersViral,1387364,159,22,0,0,1418,0,0,1283,135,0,419,1425,624124,9562,624124,0,0
1970-01-01 00:00:00.020210227,FL,1868769,9162962,totalTestEncountersViral,21684345,3728,0,0,0,31280,80467,18990710,0,0,1024780,5316,25314,11040152,90722,11031731,118,229
1970-01-01 00:00:00.020210227,GA,1004187,0,totalTestsViral,7181994,2405,0,0,0,17294,55963,7181994,15067,2227,475609,3365,0,1004187,28470,1004187,75,185
1970-01-01 00:00:00.020210227,GU,7735,109867,posNeg,117602,4,1,1,7564,131,0,117392,0,0,352,1,0,117602,1,117602,1,0
1970-01-01 00:00:00.020210227,HI,28270,0,totalTestEncountersViral,1107517,30,3,3,0,439,2214,0,439,0,0,104,0,28270,22034,28270,2,0
1970-01-01 00:00:00.020210227,IA,279744,1032263,posNeg,1312007,181,43,18,314750,5470,0,2701416,0,0,0,315,1273,1312007,1588,1312007,7,0
1970-01-01 00:00:00.020210227,ID,170907,499231,totalTestsPeopleViral,637883,162,35,0,93975,1859,7065,1080708,1633,226,0,312,1131,670138,1350,670138,9,8
1970-01-01 00:00:00.020210227,IL,1185447,0,totalTestsViral,18069753,1353,312,160,0,22710,0,18069753,20494,2216,0,1780,0,1185447,81668,1185447,35,0
1970-01-01 00:00:00.020210227,IN,660942,2451232,totalTestsViral,7989954,800,138,73,0,12556,42736,7989954,12125,431,0,871,4877,3112174,47002,3112174,25,28
1970-01-01 00:00:00.020210227,KS,293663,960800,posNeg,1254463,258,63,29,0,4735,9249,2468690,0,0,0,0,0,1254463,0,1254463,0,0
1970-01-01 00:00:00.020210227,KY,403947,0,totalTestsViral,3904567,765,209,87,47525,4625,19090,3904567,4199,426,111128,1021,0,403947,12866,403947,25,109
1970-01-01 00:00:00.020210227,LA,428592,5116086,posNeg,5544678,651,0,95,408463,9587,0,5484988,8906,681,0,0,0,5544678,0,5544678,0,0
1970-01-01 00:00:00.020210227,MA,579680,4340080,totalTestsViral,16105520,785,204,139,494740,16067,19444,16105520,15744,323,0,1700,8439,4919760,108261,4919760,43,0
1970-01-01 00:00:00.020210227,MD,381272,2993098,totalTestsViral,7848245,892,222,0,9659,7856,34927,7848245,7674,182,0,836,6547,3374370,44150,3374370,18,79
1970-01-01 00:00:00.020210227,ME,44492,0,totalTestsViral,1588504,74,24,8,12798,702,1525,1588504,680,22,14947,197,0,44492,8529,44492,1,6
1970-01-01 00:00:00.020210227,MI,645550,0,totalTestsViral,10387891,841,195,93,541258,16508,0,10387891,15522,986,527911,1425,0,645550,36981,645550,70,0
1970-01-01 00:00:00.020210227,MN,483790,2999036,totalTestEncountersViral,6891674,263,60,0,469959,6475,25714,0,6204,271,0,812,5472,3482826,24763,3482826,13,31
1970-01-01 00:00:00.020210227,MO,477950,1854790,totalTestsViral,4472822,1209,238,150,0,7920,0,4472822,0,0,149277,478,3065,2332740,13647,2332740,7,0
1970-01-01 00:00:00.020210227,MP,143,17429,posNeg,17572,0,0,0,29,2,4,26131,2,0,0,0,0,17572,0,17572,0,0
1970-01-01 00:00:00.020210227,MS,294091,1436186,posNeg,1730277,492,114,69,273437,6669,9012,1617180,4667,2002,80525,549,0,1730277,549,1730277,31,0
1970-01-01 00:00:00.020210227,MT,99837,0,totalTestsViral,1074437,68,13,6,96724,1356,4579,1074437,0,0,0,224,0,99837,4473,99837,2,8
1970-01-01 00:00:00.020210227,NC,858548,0,totalTestsViral,9463409,1414,348,0,0,11212,0,9463409,9922,1290,0,2643,0,858548,40943,858548,26,0
1970-01-01 00:00:00.020210227,ND,99780,304810,totalTestEncountersViral,1409086,21,3,0,97678,1472,3866,1514345,0,0,13395,69,463,404590,1967,404590,0,2
1970-01-01 00:00:00.020210227,NE,200681,763406,totalTestsViral,2366126,154,0,0,154339,2082,6099,2366126,0,0,0,278,1160,964087,9331,964087,4,11
1970-01-01 00:00:00.020210227,NH,75166,576446,totalTestsViral,1451685,93,0,0,71324,1170,1114,1451685,0,0,39267,273,986,651612,15017,651612,3,5
1970-01-01 00:00:00.020210227,NJ,786967,9868082,posNeg,10655049,1919,404,248,0,23238,63664,10567646,20907,2331,0,4134,60415,10655049,64549,10655049,46,104
1970-01-01 00:00:00.020210227,NM,184888,0,totalTestsViral,2681383,227,0,0,143774,3700,13097,2681383,0,0,0,152,0,184888,11818,184888,15,18
1970-01-01 00:00:00.020210227,NV,293488,1115359,totalTestEncountersViral,2712509,491,115,67,0,4957,0,0,0,0,0,459,419,1408847,9597,1408847,15,0
1970-01-01 00:00:00.020210227,NY,1622865,0,totalTestEncountersViral,37833195,5445,1121,753,0,38407,89995,0,0,0,0,8141,0,1622865,285307,1622865,86,0
1970-01-01 00:00:00.020210227,OH,966154,0,totalTestsViral,9994327,1204,313,201,907410,17237,50197,9994327,14660,2577,0,1774,0,966154,54040,966154,54,79
1970-01-01 00:00:00.020210227,OK,423802,3084829,posNeg,3508631,484,150,0,406494,4379,23909,3471392,0,0,148204,779,6841,3511596,7620,3508631,59,30
1970-01-01 00:00:00.020210227,OR,154878,0,totalTestsViral,3564120,177,35,16,0,2206,8570,3564120,0,0,0,324,0,154878,17803,154878,2,19
1970-01-01 00:00:00.020210227,PA,929697,3876216,totalTestEncountersViral,10378789,1785,386,209,836727,23937,0,0,0,0,0,3361,12281,4805913,65055,4805913,0,0
1970-01-01 00:00:00.020210227,PR,100044,305972,posNeg,406016,174,30,19,90738,2032,0,415664,1729,303,0,184,0,406016,184,406016,9,0
1970-01-01 00:00:00.020210227,RI,126093,666805,totalTestEncountersViral,2990443,168,34,19,0,2512,8900,0,0,0,0,471,1226,792898,21802,792898,10,0
1970-01-01 00:00:00.020210227,SC,515072,4485388,posNeg,5000460,865,221,109,230793,8498,20340,4928345,7546,952,132098,1777,32242,5000460,34019,5000460,21,65
1970-01-01 00:00:00.020210227,SD,112293,309734,totalTestsViral,690339,91,22,10,108497,1886,6610,690339,0,0,0,186,553,422027,1664,422027,7,19
1970-01-01 00:00:00.020210227,TN,773887,0,totalTestsViral,6769438,1038,251,124,748739,11393,18586,6769438,9152,2241,0,1374,0,773887,15679,773887,16,33
1970-01-01 00:00:00.020210227,TX,2640209,0,totalTestsViral,19488683,5912,1813,0,2417585,42739,0,19488683,0,0,1011849,11073,0,2640209,62170,2640209,164,0
1970-01-01 00:00:00.020210227,UT,370770,1532559,totalTestsViral,2847706,252,89,0,351396,1929,14664,2847706,0,0,0,686,3465,1903329,8715,1903329,22,36
1970-01-01 00:00:00.020210227,VA,574314,0,totalTestEncountersViral,5879000,1374,303,185,0,8382,24091,0,7189,1193,221033,1675,0,574496,24347,574314,185,113
1970-01-01 00:00:00.020210227,VI,2646,45225,posNeg,47871,0,0,0,2511,25,0,0,0,0,0,10,151,47981,161,47871,0,0
1970-01-01 00:00:00.020210227,VT,15098,315231,totalTestsViral,1059706,30,4,0,12436,204,0,1059706,0,0,0,135,933,330329,10501,330329,0,0
1970-01-01 00:00:00.020210227,WA,338822,0,totalTestEncountersViral,5213424,498,135,59,0,4956,19275,0,0,0,0,1169,0,338822,20174,338822,14,51
1970-01-01 00:00:00.020210227,WI,616886,2623498,totalTestEncountersViral,6886832,304,89,0,548884,7014,26088,0,6412,602,0,868,3201,3240437,26314,3240384,15,75
1970-01-01 00:00:00.020210227,WV,131580,0,totalTestsViral,2166580,237,65,37,121797,2297,0,2166580,1952,345,32481,346,0,131580,8724,131580,6,0
1970-01-01 00:00:00.020210227,WY,54350,180826,totalTestsViral,636716,25,0,0,52998,671,1381,636716,0,0,0,0,0,235176,0,235176,0,0
1970-01-01 00:00:00.020210226,AK,55989,0,totalTestsViral,1679675,43,0,5,0,290,1277,1679675,0,0,0,103,0,55989,8632,55989,0,6
1970-01-01 00:00:00.020210226,AL,491849,1896419,totalTestsPeopleViral,2281648,691,0,0,285130,9869,45428,0,7734,2135,0,739,4871,2388268,5460,2388268,38,116
1970-01-01 00:00:00.020210226,AR,318638,2382628,totalTestsViral,2634339,504,184,98,308725,5407,14747,2634339,4348,1059,0,516,6194,2701266,6606,2701266,10,98
1970-01-01 00:00:00.020210226,AS,0,2140,totalTestsViral,2140,0,0,0,0,0,0,2140,0,0,0,0,0,2140,0,2140,0,0
1970-01-01 00:00:00.020210226,AZ,814528,2980441,totalTestsViral,7596552,1354,419,225,0,15897,57460,7596552,14028,1869,0,1621,10049,3794969,46775,3794969,83,70
1970-01-01 00:00:00.020210226,CA,3465726,0,totalTestsViral,47995576,6152,1725,0,0,51382,0,47995576,0,0,0,5400,0,3465726,181416,3465726,391,0
1970-01-01 00:00:00.020210226,CO,426198,2162933,totalTestEncountersViral,6159303,409,0,0,0,5940,23438,0,5207,733,413552,1521,6034,2589131,39957,2589131,15,53
1970-01-01 00:00:00.020210226,CT,279946,0,totalTestsViral,6299277,451,0,0,0,7622,12257,6299277,6254,1368,0,787,0,279946,32146,279946,8,0
1970-01-01 00:00:00.020210226,DC,40284,0,totalTestEncountersViral,1215331,179,50,24,28757,1009,0,0,0,0,0,162,0,40284,5678,40284,4,0
1970-01-01 00:00:00.020210226,DE,86098,536182,totalTestEncountersViral,1377802,156,26,0,0,1418,0,0,1283,135,0,297,1217,622280,6251,622280,12,0
1970-01-01 00:00:00.020210226,FL,1863453,9137648,totalTestEncountersViral,21593623,3864,0,0,0,31162,80238,18922497,0,0,1024780,5783,26855,11009473,105518,11001101,144,282
1970-01-01 00:00:00.020210226,GA,1000822,0,totalTestsViral,7153524,2476,0,0,0,17219,55778,7153524,15007,2212,474319,3434,0,1000822,27773,1000822,20,174
1970-01-01 00:00:00.020210226,GU,7734,109867,posNeg,117601,4,1,1,7564,130,0,117392,0,0,352,4,332,117601,336,117601,0,0
1970-01-01 00:00:00.020210226,HI,28166,0,totalTestEncountersViral,1085483,30,3,3,0,437,2214,0,437,0,0,78,0,28166,4768,28166,2,5
1970-01-01 00:00:00.020210226,IA,279429,1030990,posNeg,1310419,196,46,18,313771,5463,0,2695742,0,0,0,546,1377,1310419,1923,1310419,25,0
1970-01-01 00:00:00.020210226,ID,170595,498100,totalTestsPeopleViral,636533,143,38,0,93679,1850,7057,1075256,1628,222,0,306,1037,668695,1219,668695,10,13
1970-01-01 00:00:00.020210226,IL,1183667,0,totalTestsViral,17988085,1393,336,174,0,22675,0,17988085,20460,2215,0,2441,0,1183667,92256,1183667,68,0
1970-01-01 00:00:00.020210226,IN,660071,2446355,totalTestsViral,7942952,781,151,79,0,12531,42708,7942952,12098,433,0,944,5371,3106426,40443,3106426,37,36
1970-01-01 00:00:00.020210226,KS,293663,960800,posNeg,1254463,258,63,29,0,4735,9249,2468690,0,0,0,826,4869,1254463,5695,1254463,11,60
1970-01-01 00:00:00.020210226,KY,402926,0,totalTestsViral,3891701,818,218,105,47391,4600,18981,3891701,4175,425,111061,1176,0,402926,12789,402926,30,93
1970-01-01 00:00:00.020210226,LA,428592,5116086,posNeg,5544678,651,0,95,408463,9587,0,5484988,8906,681,0,903,22678,5544678,23581,5544678,26,0
1970-01-01 00:00:00.020210226,MA,577980,4331641,totalTestsViral,15997259,807,211,137,494740,16024,19444,15997259,15703,321,0,1987,9469,4909621,102584,4909621,46,0
1970-01-01 00:00:00.020210226,MD,380436,2986551,totalTestsViral,7804095,943,245,0,9643,7838,34848,7804095,7656,182,0,970,7420,3366987,48121,3366987,33,89
1970-01-01 00:00:00.020210226,ME,44295,0,totalTestsViral,1579975,68,23,9,12794,701,1519,1579975,679,22,14947,178,0,44295,12547,44295,0,-2
1970-01-01 00:00:00.020210226,MI,644125,0,totalTestsViral,10350910,841,195,93,529080,16438,0,10350910,15454,984,525927,1257,0,644125,41966,644125,2,0
1970-01-01 00:00:00.020210226,MN,482978,2993564,totalTestEncountersViral,6866911,263,60,0,469149,6462,25683,0,6191,271,0,1147,9310,3476542,35422,3476542,12,58
1970-01-01 00:00:00.020210226,MO,477472,1851725,totalTestsViral,4459175,1214,238,156,0,7913,0,4459175,0,0,148769,394,2989,2329197,13834,2329197,11,0
1970-01-01 00:00:00.020210226,MP,143,17429,posNeg,17572,0,0,0,29,2,4,26131,2,0,0,0,0,17572,0,17572,0,0
1970-01-01 00:00:00.020210226,MS,293542,1436186,posNeg,1729728,522,120,70,273437,6638,9012,1617180,4650,1988,80525,731,0,1729728,731,1729728,25,0
1970-01-01 00:00:00.020210226,MT,99613,0,totalTestsViral,1069964,76,14,7,96362,1354,4571,1069964,0,0,0,168,0,99613,6545,99613,4,4
1970-01-01 00:00:00.020210226,NC,855905,0,totalTestsViral,9422466,1465,367,0,0,11186,0,9422466,9897,1289,0,2924,0,855905,60691,855905,49,0
1970-01-01 00:00:00.020210226,ND,99711,304347,totalTestEncountersViral,1407119,21,2,0,97562,1472,3864,1511734,0,0,13395,90,437,404058,4039,404058,1,1
1970-01-01 00:00:00.020210226,NE,200403,762246,totalTestsViral,2356795,166,0,0,153937,2078,6088,2356795,0,0,0,297,1405,962649,9342,962649,15,6
1970-01-01 00:00:00.020210226,NH,74893,575460,totalTestsViral,1436668,95,0,0,70899,1167,1109,1436668,0,0,39155,325,651,650353,0,650353,4,3
1970-01-01 00:00:00.020210226,NJ,782833,9807667,posNeg,10590500,2008,439,270,0,23192,63560,10503667,20861,2331,0,3870,51612,10590500,55482,10590500,45,119
1970-01-01 00:00:00.020210226,NM,184736,0,totalTestsViral,2669565,226,0,0,141833,3685,13079,2669565,0,0,0,656,0,184736,17355,184736,14,25
1970-01-01 00:00:00.020210226,NV,293029,1114940,totalTestEncountersViral,2702912,509,118,72,0,4942,0,0,0,0,0,399,3450,1407969,6263,1407969,9,0
1970-01-01 00:00:00.020210226,NY,1614724,0,totalTestEncountersViral,37547888,5626,1132,771,0,38321,89995,0,0,0,0,8204,0,1614724,291189,1614724,94,0
1970-01-01 00:00:00.020210226,OH,964380,0,totalTestsViral,9940287,1235,308,214,904270,17183,50118,9940287,14621,2562,0,1976,0,964380,45771,964380,58,167
1970-01-01 00:00:00.020210226,OK,423023,3077988,posNeg,3501011,526,150,0,405367,4320,23879,3474706,0,0,145659,867,43699,3504187,44566,3501011,18,66
1970-01-01 00:00:00.020210226,OR,154554,0,totalTestsViral,3546317,181,40,13,0,2204,8551,3546317,0,0,0,492,0,154554,20098,154554,10,23
1970-01-01 00:00:00.020210226,PA,926336,3863935,totalTestEncountersViral,10313734,1897,403,218,833702,23937,0,0,0,0,0,3346,11489,4790271,68766,4790271,69,0
1970-01-01 00:00:00.020210226,PR,99860,305972,posNeg,405832,169,28,24,90491,2023,0,415664,1720,303,0,241,0,405832,241,405832,7,0
1970-01-01 00:00:00.020210226,RI,125622,665579,totalTestEncountersViral,2968641,168,34,19,0,2502,8900,0,0,0,0,437,1632,791201,21945,791201,6,25
1970-01-01 00:00:00.020210226,SC,513295,4453146,posNeg,4966441,916,212,113,230793,8477,20275,4894843,7528,949,131586,1749,31700,4966441,33449,4966441,34,80
1970-01-01 00:00:00.020210226,SD,112107,309181,totalTestsViral,688675,96,21,8,108284,1879,6591,688675,0,0,0,143,580,421288,1917,421288,7,2
1970-01-01 00:00:00.020210226,TN,772513,0,totalTestsViral,6753759,1432,271,134,746954,11377,18553,6753759,9138,2239,0,1573,0,772513,18655,772513,56,47
1970-01-01 00:00:00.020210226,TX,2629136,0,totalTestsViral,19426513,6185,1839,0,2393568,42575,0,19426513,0,0,1008485,7955,0,2629136,68600,2629136,290,0
1970-01-01 00:00:00.020210226,UT,370084,1529094,totalTestsViral,2838991,254,94,0,350198,1907,14628,2838991,0,0,0,651,3536,1899178,9086,1899178,17,31
1970-01-01 00:00:00.020210226,VA,572639,0,totalTestEncountersViral,5854653,1481,313,187,0,8197,23978,0,7037,1160,220451,1657,0,572880,24186,572639,234,107
1970-01-01 00:00:00.020210226,VI,2636,45074,posNeg,47710,0,0,0,2501,25,0,0,0,0,0,13,424,47813,437,47710,0,0
1970-01-01 00:00:00.020210226,VT,14963,314298,totalTestsViral,1049205,25,10,0,12286,204,0,1049205,0,0,0,123,942,329261,15651,329261,1,0
1970-01-01 00:00:00.020210226,WA,337653,0,totalTestEncountersViral,5193250,548,168,62,0,4942,19224,0,0,0,0,1088,0,337653,25737,337653,30,13
1970-01-01 00:00:00.020210226,WI,616018,2620297,totalTestEncountersViral,6860518,304,89,0,548040,6999,26013,0,6399,600,0,793,4842,3236368,35113,3236315,5,59
