date,state,positive,negative,totalTestResultsSource,totalTestResults,hospitalizedCurrently,inIcuCurrently,onVentilatorCurrently,recovered,death,hospitalized,totalTestsViral,deathConfirmed,deathProbable,totalTestsAntibody,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease
1970-01-01 00:00:00.020210307,AK,56886,0,totalTestsViral,1731628,33,0,2,0,305,1293,1731628,0,0,0,0,0,56886,0,56886,0,0
1970-01-01 00:00:00.020210307,AL,499819,1931711,totalTestsPeopleViral,2323788,494,0,0,295690,10148,45976,0,7963,2185,0,408,2087,2431530,2347,2431530,-1,0
1970-01-01 00:00:00.020210307,AR,324818,2480716,totalTestsViral,2736442,335,141,65,315517,5319,14926,2736442,4308,1011,0,165,3267,2805534,3380,2805534,22,11
1970-01-01 00:00:00.020210307,AS,0,2140,totalTestsViral,2140,0,0,0,0,0,0,2140,0,0,0,0,0,2140,0,2140,0,0
1970-01-01 00:00:00.020210307,AZ,826454,3073010,totalTestsViral,7908105,963,273,143,0,16328,57907,7908105,14403,1925,580569,1335,13678,3899464,45110,3899464,5,44
1970-01-01 00:00:00.020210307,CA,3501394,0,totalTestsViral,49646014,4291,1159,0,0,54124,0,49646014,0,0,0,3816,0,3501394,133186,3501394,258,0
1970-01-01 00:00:00.020210307,CO,436602,2199458,totalTestEncountersViral,6415123,326,0,0,0,5989,23904,0,5251,735,435053,840,0,2636060,38163,2636060,3,18
1970-01-01 00:00:00.020210307,CT,285330,0,totalTestsViral,6520366,428,0,0,0,7704,12257,6520366,6327,1377,0,0,0,285330,0,285330,0,0
1970-01-01 00:00:00.020210307,DC,41419,0,totalTestEncountersViral,1261363,150,38,16,29570,1030,0,0,0,0,0,146,0,41419,5726,41419,0,0
1970-01-01 00:00:00.020210307,DE,88354,545070,totalTestEncountersViral,1431942,104,13,0,0,1473,0,0,1337,136,0,215,917,633424,5867,633424,9,0
1970-01-01 00:00:00.020210307,FL,1909209,9339038,totalTestEncountersViral,22339182,3307,0,0,0,32266,82237,19482607,0,0,1054711,4024,19166,11256791,64599,11248247,66,92
1970-01-01 00:00:00.020210307,GA,1023487,0,totalTestsViral,7359069,2008,0,0,0,17906,56797,7359069,15598,2308,482568,1709,0,1023487,18827,1023487,1,35
1970-01-01 00:00:00.020210307,GU,7749,112887,posNeg,120636,2,1,1,7590,133,0,120426,0,0,358,0,0,120636,0,120636,0,0
1970-01-01 00:00:00.020210307,HI,28699,0,totalTestEncountersViral,1146796,27,5,3,0,445,2226,0,445,0,0,53,0,28699,5117,28699,1,0
1970-01-01 00:00:00.020210307,IA,282384,1044418,posNeg,1326802,167,35,6,320054,5558,0,2753899,0,0,0,257,1299,1326802,1556,1326802,6,0
1970-01-01 00:00:00.020210307,ID,172931,505964,totalTestsPeopleViral,645838,150,33,0,96017,1879,7184,1103725,1652,227,0,104,535,678895,396,678895,3,5
1970-01-01 00:00:00.020210307,IL,1198335,0,totalTestsViral,18640190,1141,255,112,0,23014,0,18640190,20763,2251,0,1068,0,1198335,68094,1198335,12,0
1970-01-01 00:00:00.020210307,IN,667262,2483156,totalTestsViral,8242367,656,104,50,0,12737,43217,8242367,12310,427,0,746,4643,3150418,29427,3150418,11,64
1970-01-01 00:00:00.020210307,KS,295861,974686,posNeg,1270547,235,50,22,0,4812,9387,2525259,0,0,0,0,0,1270547,0,1270547,0,0
1970-01-01 00:00:00.020210307,KY,410709,0,totalTestsViral,3975672,558,156,82,48145,4819,19457,3975672,4369,450,111886,525,0,410709,0,410709,13,6
1970-01-01 00:00:00.020210307,LA,433785,5261679,posNeg,5695464,532,0,75,415954,9748,0,5634193,9033,715,0,740,20578,5695464,21318,5695464,32,0
1970-01-01 00:00:00.020210307,MA,591356,4404792,totalTestsViral,16825551,665,174,116,508745,16417,19713,16825551,16085,332,0,1425,8028,4996148,96578,4996148,43,0
1970-01-01 00:00:00.020210307,MD,387319,3034546,totalTestsViral,8097590,818,215,0,9703,7955,35651,8097590,7773,182,0,709,2050,3421865,33128,3421865,14,79
1970-01-01 00:00:00.020210307,ME,45794,0,totalTestsViral,1660180,67,16,8,12840,706,1570,1660180,683,23,15113,159,0,45794,7490,45794,2,4
1970-01-01 00:00:00.020210307,MI,656072,0,totalTestsViral,10621967,866,222,97,549881,16658,0,10621967,15666,992,537073,0,0,656072,0,656072,0,0
1970-01-01 00:00:00.020210307,MN,490011,3058514,totalTestEncountersViral,7111428,224,57,0,476055,6550,25978,0,6276,274,0,895,8218,3548525,25369,3548525,4,2
1970-01-01 00:00:00.020210307,MO,480643,1878583,totalTestsViral,4565866,955,197,135,0,8161,0,4565866,0,0,152126,291,2950,2359226,10659,2359226,0,0
1970-01-01 00:00:00.020210307,MP,145,17429,posNeg,17574,0,0,0,29,2,4,26131,2,0,0,1,0,17574,1,17574,0,0
1970-01-01 00:00:00.020210307,MS,297581,1459374,posNeg,1756955,419,89,47,278162,6808,9162,1642348,4737,2071,81986,260,0,1756955,260,1756955,3,0
1970-01-01 00:00:00.020210307,MT,100914,0,totalTestsViral,1104488,63,12,6,97943,1381,4630,1104488,0,0,0,72,0,100914,3132,100914,0,1
1970-01-01 00:00:00.020210307,NC,872176,0,totalTestsViral,9688838,1179,309,0,0,11502,0,9688838,10169,1333,0,0,0,872176,0,872176,0,0
1970-01-01 00:00:00.020210307,ND,100391,305912,totalTestEncountersViral,1425146,23,3,0,98326,1478,3880,1536487,0,0,13395,34,-109,406303,679,406303,0,2
1970-01-01 00:00:00.020210307,NE,203026,771128,totalTestsViral,2421684,137,0,0,157144,2113,6237,2421684,0,0,0,373,542,974154,1,974154,0,8
1970-01-01 00:00:00.020210307,NH,76861,579582,totalTestsViral,1497185,68,0,0,73615,1184,1131,1497185,0,0,39545,166,396,656443,15697,656443,3,4
1970-01-01 00:00:00.020210307,NJ,812609,10186941,posNeg,10999550,1792,376,232,0,23574,64396,10902830,21177,2397,0,2519,0,10999550,2519,10999550,17,58
1970-01-01 00:00:00.020210307,NM,186922,0,totalTestsViral,2783542,169,0,0,156554,3808,13252,2783542,0,0,0,180,0,186922,11702,186922,12,10
1970-01-01 00:00:00.020210307,NV,296190,1131758,totalTestEncountersViral,2770192,399,87,48,0,5037,0,0,0,0,0,730,1829,1427948,6201,1427948,1,0
1970-01-01 00:00:00.020210307,NY,1681169,0,totalTestEncountersViral,39695100,4789,999,682,0,39029,89995,0,0,0,0,6789,0,1681169,227768,1681169,59,0
1970-01-01 00:00:00.020210307,OH,978471,0,totalTestsViral,10257157,820,260,171,925655,17656,50881,10257157,14752,2594,0,735,0,978471,29289,978471,0,33
1970-01-01 00:00:00.020210307,OK,428997,3146300,posNeg,3575297,346,100,0,412177,4534,24332,3548479,0,0,152279,461,0,3578281,461,3575297,0,55
1970-01-01 00:00:00.020210307,OR,157079,0,totalTestsViral,3850973,158,32,12,0,2296,8714,3850973,0,0,0,195,0,157079,0,157079,3,0
1970-01-01 00:00:00.020210307,PA,948643,3942124,totalTestEncountersViral,10681716,1587,314,183,861756,24349,0,0,0,0,0,1658,6592,4890767,52432,4890767,32,0
1970-01-01 00:00:00.020210307,PR,101327,305972,posNeg,407299,147,24,18,91987,2059,0,415664,1749,310,0,0,0,407299,0,407299,0,0
1970-01-01 00:00:00.020210307,RI,128121,674515,totalTestEncountersViral,3087981,141,25,16,0,2541,9020,0,0,0,0,0,0,802636,0,802636,0,0
1970-01-01 00:00:00.020210307,SC,525865,4657179,posNeg,5183044,579,137,83,218863,8754,20725,5107156,7744,1010,135125,1408,25856,5183044,27264,5183044,35,66
1970-01-01 00:00:00.020210307,SD,113589,314540,totalTestsViral,701924,72,9,6,109531,1900,6705,701924,0,0,0,211,524,428129,1275,428129,2,13
1970-01-01 00:00:00.020210307,TN,782206,0,totalTestsViral,6872745,851,218,127,756793,11543,18870,6872745,9278,2265,0,0,0,782206,0,782206,0,0
1970-01-01 00:00:00.020210307,TX,2686818,0,totalTestsViral,19907384,4721,1463,0,2502609,44451,0,19907384,0,0,1033285,2953,0,2686818,76040,2686818,84,0
1970-01-01 00:00:00.020210307,UT,374850,1560293,totalTestsViral,2910121,212,73,0,358958,1976,14891,2910121,0,0,0,412,3204,1935143,6828,1935143,1,24
1970-01-01 00:00:00.020210307,VA,585700,0,totalTestEncountersViral,6038209,1127,258,168,0,9596,24661,0,8104,1492,224284,1163,0,585869,19925,585700,77,24
1970-01-01 00:00:00.020210307,VI,2714,46167,posNeg,48881,0,0,0,2559,25,0,0,25,0,0,0,0,48961,0,48881,0,0
1970-01-01 00:00:00.020210307,VT,16083,320060,totalTestsViral,1124215,31,1,0,13384,208,0,1124215,0,0,0,119,643,336143,8748,336143,0,0
1970-01-01 00:00:00.020210307,WA,344532,0,totalTestEncountersViral,5393756,431,98,43,0,5041,19599,0,0,0,0,664,0,344532,24040,344532,0,43
1970-01-01 00:00:00.020210307,WI,621654,2647864,totalTestEncountersViral,7080595,249,66,0,553203,7106,26457,0,6481,625,0,377,3521,3269549,19193,3269518,4,25
1970-01-01 00:00:00.020210307,WV,133445,0,totalTestsViral,2236551,179,40,26,125383,2325,0,2236551,1981,344,33011,155,0,133445,6449,133445,2,0
1970-01-01 00:00:00.020210307,WY,54764,182264,totalTestsViral,649293,21,0,0,53550,682,1391,649293,0,0,0,0,0,237028,0,237028,0,0
1970-01-01 00:00:00.020210306,AK,56886,0,totalTestsViral,1731628,33,0,2,0,305,1293,1731628,0,0,0,0,0,56886,0,56886,0,0
1970-01-01 00:00:00.020210306,AL,499411,1929624,totalTestsPeopleViral,2321441,526,0,0,295690,10149,45976,0,7963,2186,0,524,4866,2429035,5314,2429035,27,0
1970-01-01 00:00:00.020210306,AR,324653,2477449,totalTestsViral,2733062,345,148,75,315181,5297,14915,2733062,4302,995,0,327,4711,2802102,4959,2802102,14,12
1970-01-01 00:00:00.020210306,AS,0,2140,totalTestsViral,2140,0,0,0,0,0,0,2140,0,0,0,0,0,2140,0,2140,0,0
1970-01-01 00:00:00.020210306,AZ,825119,3059332,totalTestsViral,7862995,966,280,140,0,16323,57863,7862995,14395,1928,0,1735,8442,3884451,35425,3884451,54,44
1970-01-01 00:00:00.020210306,CA,3497578,0,totalTestsViral,49512828,4513,1221,0,0,53866,0,49512828,0,0,0,4452,0,3497578,218325,3497578,418,0
1970-01-01 00:00:00.020210306,CO,435762,2199458,totalTestEncountersViral,6376960,326,0,0,0,5986,23886,0,5251,735,433082,1108,5505,2635220,33600,2635220,0,23
1970-01-01 00:00:00.020210306,CT,285330,0,totalTestsViral,6520366,428,0,0,0,7704,12257,6520366,6327,1377,0,0,0,285330,0,285330,0,0
1970-01-01 00:00:00.020210306,DC,41273,0,totalTestEncountersViral,1255637,150,40,15,29470,1030,0,0,0,0,0,151,0,41273,8000,41273,3,0
1970-01-01 00:00:00.020210306,DE,88139,544153,totalTestEncountersViral,1426075,114,12,0,0,1464,0,0,1328,136,0,265,1362,632292,8757,632292,11,0
1970-01-01 00:00:00.020210306,FL,1905185,9319872,totalTestEncountersViral,22274583,3352,0,0,0,32200,82145,19430475,0,0,1054711,4587,23282,11233553,87820,11225057,107,243
1970-01-01 00:00:00.020210306,GA,1021778,0,totalTestsViral,7340242,2071,0,0,0,17905,56762,7340242,15597,2308,481545,2269,0,1021778,24765,1021778,90,135
1970-01-01 00:00:00.020210306,GU,7749,112887,posNeg,120636,2,1,1,7590,133,0,120426,0,0,358,1,0,120636,1,120636,0,0
1970-01-01 00:00:00.020210306,HI,28646,0,totalTestEncountersViral,1141679,27,5,3,0,444,2226,0,444,0,0,85,0,28646,5284,28646,1,1
1970-01-01 00:00:00.020210306,IA,282127,1043119,posNeg,1325246,170,38,10,319780,5552,0,2749435,0,0,0,362,1515,1325246,1877,1325246,3,0
1970-01-01 00:00:00.020210306,ID,172827,505429,totalTestsPeopleViral,645442,150,33,0,95808,1876,7179,1102848,1649,227,0,240,504,678256,646,678256,0,15
1970-01-01 00:00:00.020210306,IL,1197267,0,totalTestsViral,18572096,1210,261,108,0,23002,0,18572096,20750,2252,0,2565,0,1197267,79248,1197267,56,0
1970-01-01 00:00:00.020210306,IN,666516,2478513,totalTestsViral,8212940,663,118,60,0,12726,43153,8212940,12299,427,0,1231,5155,3145029,41718,3145029,29,49
1970-01-01 00:00:00.020210306,KS,295861,974686,posNeg,1270547,235,50,22,0,4812,9387,2525259,0,0,0,0,0,1270547,0,1270547,0,0
1970-01-01 00:00:00.020210306,KY,410184,0,totalTestsViral,3975672,591,171,72,48131,4806,19451,3975672,4356,450,111886,839,0,410184,5773,410184,52,71
1970-01-01 00:00:00.020210306,LA,433045,5241101,posNeg,5674146,538,0,77,415954,9716,0,5613095,9007,709,0,0,0,5674146,0,5674146,0,0
1970-01-01 00:00:00.020210306,MA,589931,4396764,totalTestsViral,16728973,687,176,114,508745,16374,19713,16728973,16044,330,0,1722,7826,4986695,100359,4986695,52,0
1970-01-01 00:00:00.020210306,MD,386610,3032496,totalTestsViral,8064462,830,230,0,9703,7941,35572,8064462,7759,182,0,932,7547,3419106,40384,3419106,11,194
1970-01-01 00:00:00.020210306,ME,45635,0,totalTestsViral,1652690,74,20,9,12838,704,1566,1652690,681,23,15113,183,0,45635,8103,45635,0,6
1970-01-01 00:00:00.020210306,MI,656072,0,totalTestsViral,10621967,866,222,97,549881,16658,0,10621967,15666,992,537073,1692,0,656072,37232,656072,57,0
1970-01-01 00:00:00.020210306,MN,489116,3050296,totalTestEncountersViral,7086059,224,57,0,475170,6546,25976,0,6272,274,0,946,6988,3539412,28026,3539412,12,38
1970-01-01 00:00:00.020210306,MO,480352,1875633,totalTestsViral,4555207,1001,198,136,0,8161,0,4555207,0,0,151786,386,3308,2355985,14140,2355985,3,0
1970-01-01 00:00:00.020210306,MP,144,17429,posNeg,17573,0,0,0,29,2,4,26131,2,0,0,0,0,17573,0,17573,0,0
1970-01-01 00:00:00.020210306,MS,297321,1459374,posNeg,1756695,419,89,47,278162,6805,9162,1642348,4734,2071,81986,576,0,1756695,576,1756695,22,0
1970-01-01 00:00:00.020210306,MT,100842,0,totalTestsViral,1101356,63,12,6,97801,1381,4629,1101356,0,0,0,186,0,100842,4443,100842,2,19
1970-01-01 00:00:00.020210306,NC,872176,0,totalTestsViral,9688838,1179,309,0,0,11502,0,9688838,10169,1333,0,2027,0,872176,38654,872176,56,0
1970-01-01 00:00:00.020210306,ND,100357,306021,totalTestEncountersViral,1424467,21,3,0,98240,1478,3878,1535606,0,0,13395,79,111,406378,1930,406378,0,3
1970-01-01 00:00:00.020210306,NE,202653,770586,totalTestsViral,2421683,136,0,0,156825,2113,6229,2421683,0,0,0,343,1354,973239,10138,973239,1,3
1970-01-01 00:00:00.020210306,NH,76695,579186,totalTestsViral,1481488,90,0,0,73327,1181,1127,1481488,0,0,39484,273,1496,655881,0,655881,3,1
1970-01-01 00:00:00.020210306,NJ,810090,10186941,posNeg,10997031,1862,382,233,0,23557,64338,10902830,21160,2397,0,3720,0,10997031,3720,10997031,36,-916
1970-01-01 00:00:00.020210306,NM,186742,0,totalTestsViral,2771840,148,0,0,155000,3796,13242,2771840,0,0,0,282,0,186742,13846,186742,9,13
1970-01-01 00:00:00.020210306,NV,295460,1129929,totalTestEncountersViral,2763991,399,87,48,0,5036,0,0,0,0,0,0,2551,1425389,9659,1425389,16,0
1970-01-01 00:00:00.020210306,NY,1674380,0,totalTestEncountersViral,39467332,4954,1012,694,0,38970,89995,0,0,0,0,7647,0,1674380,273132,1674380,79,0
1970-01-01 00:00:00.020210306,OH,977736,0,totalTestsViral,10227868,922,273,188,923986,17656,50848,10227868,14752,2594,0,1506,0,977736,40190,977736,0,66
1970-01-01 00:00:00.020210306,OK,428536,3146300,posNeg,3574836,346,100,0,411624,4534,24277,3548479,0,0,152279,978,11240,3577820,12218,3574836,0,120
1970-01-01 00:00:00.020210306,OR,156884,0,totalTestsViral,3850973,158,32,12,0,2293,8714,3850973,0,0,0,211,0,156884,52906,156884,9,15
1970-01-01 00:00:00.020210306,PA,946985,3935532,totalTestEncountersViral,10629284,1513,314,171,859218,24317,0,0,0,0,0,2789,9494,4882517,0,4882517,55,0
1970-01-01 00:00:00.020210306,PR,101327,305972,posNeg,407299,147,24,18,91987,2059,0,415664,1749,310,0,261,0,407299,261,407299,3,0
1970-01-01 00:00:00.020210306,RI,128121,674515,totalTestEncountersViral,3087981,141,25,16,0,2541,9020,0,0,0,0,0,0,802636,0,802636,0,0
1970-01-01 00:00:00.020210306,SC,524457,4631323,posNeg,5155780,623,157,86,218863,8719,20659,5080874,7711,1008,134775,1199,27774,5155780,28973,5155780,20,54
1970-01-01 00:00:00.020210306,SD,113378,314016,totalTestsViral,700649,74,10,7,109371,1898,6692,700649,0,0,0,149,756,427394,2193,427394,2,11
1970-01-01 00:00:00.020210306,TN,782206,0,totalTestsViral,6872745,879,223,127,756793,11543,18870,6872745,9278,2265,0,1312,0,782206,16164,782206,9,33
1970-01-01 00:00:00.020210306,TX,2683865,0,totalTestsViral,19831344,4921,1503,0,2491753,44367,0,19831344,0,0,1025375,5570,0,2683865,11292,2683865,233,0
1970-01-01 00:00:00.020210306,UT,374438,1557089,totalTestsViral,2903293,216,77,0,358249,1975,14867,2903293,0,0,0,570,3556,1931527,8211,1931527,5,26
1970-01-01 00:00:00.020210306,VA,584537,0,totalTestEncountersViral,6018284,1164,263,160,0,9519,24637,0,8090,1429,223817,1477,0,584724,21456,584537,91,123
1970-01-01 00:00:00.020210306,VI,2714,46167,posNeg,48881,0,0,0,2559,25,0,0,25,0,0,0,0,48961,0,48881,0,0
1970-01-01 00:00:00.020210306,VT,15964,319417,totalTestsViral,1115467,26,2,0,13305,208,0,1115467,0,0,0,145,697,335381,8171,335381,1,0
1970-01-01 00:00:00.020210306,WA,343868,0,totalTestEncountersViral,5369716,431,98,30,0,5041,19556,0,0,0,0,778,0,343868,25314,343868,9,56
1970-01-01 00:00:00.020210306,WI,621277,2644343,totalTestEncountersViral,7061402,260,77,0,552642,7102,26432,0,6478,624,0,614,2161,3265656,24321,3265620,8,45
1970-01-01 00:00:00.020210306,WV,133290,0,totalTestsViral,2230102,196,56,27,124983,2323,0,2230102,1979,344,32961,326,0,133290,11614,133290,5,0
1970-01-01 00:00:00.020210306,WY,54764,182264,totalTestsViral,649293,21,0,0,53550,682,1391,649293,0,0,0,0,0,237028,0,237028,0,0
1970-01-01 00:00:00.020210305,AK,56886,0,totalTestsViral,1731628,33,0,2,0,305,1293,1731628,0,0,0,141,0,56886,7144,56886,2,3
1970-01-01 00:00:00.020210305,AL,498887,1924758,totalTestsPeopleViral,2316127,526,0,0,295690,10122,45976,0,7943,2179,0,811,4223,2423645,4920,2423645,28,169
1970-01-01 00:00:00.020210305,AR,324326,2472738,totalTestsViral,2728103,359,153,86,314732,5283,14903,2728103,4291,992,0,570,8452,2797064,8874,2797064,10,27
1970-01-01 00:00:00.020210305,AS,0,2140,totalTestsViral,2140,0,0,0,0,0,0,2140,0,0,0,0,0,2140,0,2140,0,0
1970-01-01 00:00:00.020210305,AZ,823384,3050890,totalTestsViral,7827570,1043,325,154,0,16269,57819,7827570,14339,1930,0,2276,18778,3874274,51727,3874274,84,72
1970-01-01 00:00:00.020210305,CA,3493126,0,totalTestsViral,49294503,4714,1236,0,0,53448,0,49294503,0,0,0,4659,0,3493126,146818,3493126,400,0
1970-01-01 00:00:00.020210305,CO,434654,2193953,totalTestEncountersViral,6343360,356,0,0,0,5986,23863,0,5250,736,430938,1633,5212,2628607,33127,2628607,12,72
1970-01-01 00:00:00.020210305,CT,285330,0,totalTestsViral,6520366,428,0,0,0,7704,12257,6520366,6327,1377,0,830,0,285330,41868,285330,11,0
1970-01-01 00:00:00.020210305,DC,41122,0,totalTestEncountersViral,1247637,160,45,19,29417,1027,0,0,0,0,0,108,0,41122,5821,41122,3,0
1970-01-01 00:00:00.020210305,DE,87874,542791,totalTestEncountersViral,1417318,127,15,0,0,1453,0,0,1317,136,0,231,1020,630665,3678,630665,9,0
1970-01-01 00:00:00.020210305,FL,1900598,9296590,totalTestEncountersViral,22186763,3419,0,0,0,32093,81902,19371172,0,0,1054711,5876,26910,11205641,106925,11197188,138,302
1970-01-01 00:00:00.020210305,GA,1019509,0,totalTestsViral,7315477,2099,0,0,0,17815,56627,7315477,15526,2289,480456,2081,0,1019509,35861,1019509,65,115
1970-01-01 00:00:00.020210305,GU,7748,112887,posNeg,120635,2,1,1,7590,133,0,120426,0,0,358,1,538,120635,539,120635,2,0
1970-01-01 00:00:00.020210305,HI,28561,0,totalTestEncountersViral,1136395,28,5,3,0,443,2225,0,443,0,0,95,0,28561,5302,28561,2,0
1970-01-01 00:00:00.020210305,IA,281765,1041604,posNeg,1323369,176,39,9,318996,5549,0,2742341,0,0,0,374,1549,1323369,1923,1323369,13,0
1970-01-01 00:00:00.020210305,ID,172587,504925,totalTestsPeopleViral,644796,139,32,0,95524,1876,7164,1100276,1649,227,0,299,1234,677512,1438,677512,0,20
1970-01-01 00:00:00.020210305,IL,1194702,0,totalTestsViral,18492848,1166,263,121,0,22946,0,18492848,20700,2246,0,1442,0,1194702,103336,1194702,44,0
1970-01-01 00:00:00.020210305,IN,665285,2473358,totalTestsViral,8171222,730,123,64,0,12697,43104,8171222,12263,434,0,839,4481,3138643,37626,3138643,34,60
1970-01-01 00:00:00.020210305,KS,295861,974686,posNeg,1270547,235,50,22,0,4812,9387,2525259,0,0,0,752,5035,1270547,5787,1270547,-4,32
1970-01-01 00:00:00.020210305,KY,409345,0,totalTestsViral,3969899,606,179,76,48038,4754,19380,3969899,4311,443,111829,905,0,409345,15260,409345,22,16
1970-01-01 00:00:00.020210305,LA,433045,5241101,posNeg,5674146,538,0,77,415954,9716,0,5613095,9007,709,0,518,18643,5674146,19161,5674146,30,0
1970-01-01 00:00:00.020210305,MA,588209,4388938,totalTestsViral,16628614,716,180,109,508745,16322,19713,16628614,15992,330,0,1899,8907,4977147,106263,4977147,26,0
1970-01-01 00:00:00.020210305,MD,385678,3024949,totalTestsViral,8024078,849,229,0,9701,7930,35378,8024078,7748,182,0,913,6829,3410627,41728,3410627,8,74
1970-01-01 00:00:00.020210305,ME,45452,0,totalTestsViral,1644587,74,27,10,12833,704,1560,1644587,681,23,15113,225,0,45452,11279,45452,-1,11
1970-01-01 00:00:00.020210305,MI,654380,0,totalTestsViral,10584735,866,222,97,541258,16601,0,10584735,15610,991,535084,1791,0,654380,46112,654380,12,0
1970-01-01 00:00:00.020210305,MN,488170,3043308,totalTestEncountersViral,7058033,224,57,0,474175,6534,25938,0,6261,273,0,796,7310,3531478,34207,3531478,13,42
1970-01-01 00:00:00.020210305,MO,479966,1872325,totalTestsViral,4541067,1019,202,135,0,8158,0,4541067,0,0,151424,430,3724,2352291,16593,2352291,8,0
1970-01-01 00:00:00.020210305,MP,144,17429,posNeg,17573,0,0,0,29,2,4,26131,2,0,0,0,0,17573,0,17573,0,0
1970-01-01 00:00:00.020210305,MS,296745,1459374,posNeg,1756119,445,99,53,278162,6783,9162,1642348,4724,2059,81986,591,0,1756119,591,1756119,19,0
1970-01-01 00:00:00.020210305,MT,100656,0,totalTestsViral,1096913,67,12,7,97541,1379,4610,1096913,0,0,0,125,0,100656,5391,100656,4,2
1970-01-01 00:00:00.020210305,NC,870149,0,totalTestsViral,9650184,1226,314,0,0,11446,0,9650184,10125,1321,0,2093,0,870149,44487,870149,47,0
1970-01-01 00:00:00.020210305,ND,100278,305910,totalTestEncountersViral,1422537,22,3,0,98164,1478,3875,1533007,0,0,13395,94,312,406188,2917,406188,0,0
1970-01-01 00:00:00.020210305,NE,202310,769232,totalTestsViral,2411545,143,0,0,156510,2112,6226,2411545,0,0,0,337,1102,971542,7859,971542,20,69
1970-01-01 00:00:00.020210305,NH,76422,577690,totalTestsViral,1481488,90,0,0,73004,1178,1126,1481488,0,0,39484,244,445,654112,7047,654112,0,-1
1970-01-01 00:00:00.020210305,NJ,806370,10186941,posNeg,10993311,1881,389,223,0,23521,65254,10902830,21124,2397,0,3701,90590,10993311,94291,10993311,30,1117
1970-01-01 00:00:00.020210305,NM,186460,0,totalTestsViral,2757994,183,0,0,153376,3787,13229,2757994,0,0,0,304,0,186460,19260,186460,18,14
1970-01-01 00:00:00.020210305,NV,295460,1127378,totalTestEncountersViral,2754332,393,88,49,0,5020,0,0,0,0,0,391,2124,1422838,8024,1422838,15,0
1970-01-01 00:00:00.020210305,NY,1666733,0,totalTestEncountersViral,39194200,5034,1030,700,0,38891,89995,0,0,0,0,8956,0,1666733,296935,1666733,95,0
1970-01-01 00:00:00.020210305,OH,976230,0,totalTestsViral,10187678,919,266,185,921707,17656,50782,10187678,14752,2594,0,1750,0,976230,43131,976230,467,87
1970-01-01 00:00:00.020210305,OK,427558,3135060,posNeg,3562618,366,109,0,410778,4534,24157,3536729,0,0,148204,917,8299,3566082,9216,3562618,0,54
1970-01-01 00:00:00.020210305,OR,156673,0,totalTestsViral,3798067,154,30,14,0,2284,8699,3798067,0,0,0,386,0,156673,10629,156673,32,17
1970-01-01 00:00:00.020210305,PA,944196,3926038,totalTestEncountersViral,10629284,1587,325,173,859218,24262,0,0,0,0,0,2757,10767,4870234,59517,4870234,43,0
1970-01-01 00:00:00.020210305,PR,101066,305972,posNeg,407038,136,23,18,91833,2056,0,415664,1747,309,0,199,0,407038,199,407038,3,0
1970-01-01 00:00:00.020210305,RI,128121,674515,totalTestEncountersViral,3087981,141,25,16,0,2541,9020,0,0,0,0,394,1387,802636,22869,802636,2,18
1970-01-01 00:00:00.020210305,SC,523258,4603549,posNeg,5126807,664,163,88,230793,8699,20605,5051824,7697,1002,134284,1695,25299,5126807,26994,5126807,39,63
1970-01-01 00:00:00.020210305,SD,113229,313260,totalTestsViral,698456,74,16,8,109237,1896,6681,698456,0,0,0,164,839,426489,1800,426489,0,17
1970-01-01 00:00:00.020210305,TN,780894,0,totalTestsViral,6856581,939,246,135,755474,11534,18837,6856581,9272,2262,0,1445,0,780894,21699,780894,33,58
1970-01-01 00:00:00.020210305,TX,2678295,0,totalTestsViral,19820052,5065,1530,0,2470308,44134,0,19820052,0,0,1025537,6853,0,2678295,55875,2678295,256,0
1970-01-01 00:00:00.020210305,UT,373868,1553533,totalTestsViral,2895082,238,85,0,357312,1970,14841,2895082,0,0,0,1160,3773,1927401,8713,1927401,15,58
1970-01-01 00:00:00.020210305,VA,583060,0,totalTestEncountersViral,5996828,1222,254,150,0,9428,24514,0,8049,1379,223275,1652,0,583240,24556,583060,71,100
1970-01-01 00:00:00.020210305,VI,2714,46167,posNeg,48881,0,0,0,2559,25,0,0,25,0,0,10,160,48961,170,48881,0,0
1970-01-01 00:00:00.020210305,VT,15819,318720,totalTestsViral,1107296,26,4,0,13145,207,0,1107296,0,0,0,133,634,334539,12441,334539,0,0
1970-01-01 00:00:00.020210305,WA,343090,0,totalTestEncountersViral,5344402,413,108,57,0,5032,19500,0,0,0,0,854,0,343090,24021,343090,20,34
1970-01-01 00:00:00.020210305,WI,620663,2642182,totalTestEncountersViral,7037081,260,77,0,552311,7094,26387,0,6477,617,0,721,3034,3262881,28542,3262845,12,57
1970-01-01 00:00:00.020210305,WV,132964,0,totalTestsViral,2218488,200,55,28,124502,2318,0,2218488,1971,347,32864,287,0,132964,10812,132964,9,0
1970-01-01 00:00:00.020210305,WY,54764,182264,totalTestsViral,649293,21,0,0,53550,682,1391,649293,0,0,0,79,307,237028,3114,237028,0,2
1970-01-01 00:00:00.020210304,AK,56745,0,totalTestsViral,1724484,32,0,2,0,303,1290,1724484,0,0,0,140,0,56745,13466,56745,0,5
1970-01-01 00:00:00.020210304,AL,498076,1920535,totalTestsPeopleViral,2311207,544,0,0,295690,10094,45807,0,7920,2174,0,922,4990,2418611,5890,2418611,65,84
